id,title,overview,genres,cast,director,keywords,vote_average,popularity
10159,The Rundown,"When Travis, the mouthy son of a criminal, disappears in the Amazon in search of a treasured artifact, his father sends in Beck, who becomes Travis's rival for the affections of Mariana, a mysterious Brazilian woman. With his steely disposition, Beck is a man of few words -- but it takes him all the discipline he can muster to work with Travis to nab a tyrant who's after the same treasure.","Adventure,Action,Comedy,Thriller","Dwayne Johnson,Seann William Scott,Rosario Dawson,Christopher Walken,Ernie Reyes, Jr.",Peter Berg,"hunter,bounty,bounty hunter,fight,amazon",6.3,0.754774
15016,Barbie of Swan Lake,"Barbie comes to life in her third animated movie, based on the beloved fairy tale and set to the brilliant music of Tchaikovsky. Barbie as Odette, the young daughter of a baker, follows a unicorn into the Enchanted Forest and is transformed into a swan by an evil wizard intent on defeating the Fairy Queen.","Animation,Family","Kelly Sheridan,Mark Hildreth,Kelsey Grammer,Maggie Wheeler,Venus Terzo",Owen Hurley,"musical,barbie,children,animation,based on toy",6.5,0.725008
584,2 Fast 2 Furious,"It's a major double-cross when former police officer Brian O'Conner teams up with his ex-con buddy Roman Pearce to transport a shipment of ""dirty"" money for shady Miami-based import-export dealer Carter Verone. But the guys are actually working with undercover agent Monica Fuentes to bring Verone down.","Action,Crime,Thriller","Paul Walker,Tyrese Gibson,Eva Mendes,Cole Hauser,Ludacris",John Singleton,"miami,car race,sports car,los angeles,car",6.1,0.723225
11523,View from the Top,A small-town woman tries to achieve her goal of becoming a flight attendant.,"Comedy,Romance","Gwyneth Paltrow,Christina Applegate,Candice Bergen,Marc Blucas,Kelly Preston",Bruno Barreto,"stewardess,casting,boss",5.3,0.716775
21683,Batman: Mystery of the Batwoman,"A new vigilante, Batwoman, is wreaking havoc in Gotham City. The dynamic duo must discover her true identity.","Adventure,Fantasy,Animation,Action,Science Fiction","Kevin Conroy,Tara Strong,HÃ©ctor Elizondo,Kyra Sedgwick,David Ogden Stiers",Curt Geda|Tim Maltby,"dc comics,revenge,robin,heroine,super powers",6.4,0.712023
10743,Confidence,"What Jake Vig doesn't know just might get him killed. A sharp and polished grifter, Jake has just swindled thousands of dollars from the unsuspecting Lionel Dolby with the help of his crew. It becomes clear that Lionel wasn't just any mark, he was an accountant for eccentric crime boss Winston King. Jake and his crew will have to stay one step ahead of both the criminals and the cops to finally settle their debt.","Action,Comedy,Thriller,Crime","Edward Burns,Rachel Weisz,Morris Chestnut,Dustin Hoffman,Andy GarcÃ­a",James Foley,"grifter,con,big con,con game,premarital sex",6.3,0.709596
10735,What a Girl Wants,"An American girl, Daphne, heads to Europe in search of the father she's never met. But instead of finding a British version of her bohemian mother, she learns the love of her mom's life is an uptight politician. The only problem now is that her long-lost dad is engaged to a fiercely territorial social climber with a daughter who makes Daphne's life miserable.","Comedy,Drama,Family,Romance","Amanda Bynes,Colin Firth,Kelly Preston,Jonathan Pryce,Oliver James",Dennie Gordon,"london,england,daughter,politician,teenage girl",5.7,0.699833
19277,In Hell,A man must survive a prison where hardened criminals battle to the death for the warden's entertainment.,"Action,Drama,Thriller","Jean-Claude Van Damme,Marnie Alton,Alan Davidson,Lawrence Taylor,Billy Rieck",Ringo Lam,"prison,prison sentence,prison riot",5.5,0.693764
2055,Open Range,A former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt lawman.,Western,"Kevin Costner,Robert Duvall,Michael Gambon,Michael Jeter,Diego Luna",Kevin Costner,"horse,beef,ranger",6.8,0.680802999999999
12090,Just Married,"Tom Leezak and Sarah McNerney fall in love and plan to get married, despite opposition from Sarah's uptight, rich family. When they do get married, and get a chance to prove Sarah's family wrong, they go on a European honeymoon and run into disaster after disaster. They have to decide whether the honeymoon from hell and a few pre-marital mistakes are worth throwing away their love and marriage.",Comedy,"Ashton Kutcher,Brittany Murphy,Christian Kane,David Moscow,Alex Thomas",Shawn Levy,"venice,france,prison,fire,europe",5.3,0.648946
10934,Under the Tuscan Sun,"After a rough divoce, Frances, a 35 year old book editor from San Francisco takes a tour of Tuscany at the urgings of her friends. On a whim she buys Bramasole, a run down villa in the Tuscan countryside and begins to piece her life together starting with the villa and finds that life sometimes has unexpected ways of giving her everything she wanted.","Comedy,Romance,Drama","Diane Lane,Sandra Oh,Lindsay Duncan,Raoul Bova,Vincent Riotta",Audrey Wells,"depression,toscana,recreation,author,divorce",6.4,0.640416
7229,Tais-toi !,"After hiding his loot and getting thrown in jail, Ruby, a brooding outlaw encounters Quentin, a dim-witted and garrulous giant who befriends him. After Quentin botches a solo escape attempt, they make a break together. Unable to shake the clumsy Quentin Ruby is forced to take him along as he pursues his former partners in crime to avenge the death of the woman he loved and get to the money.","Comedy,Crime","GÃ©rard Depardieu,Jean Reno,Richard Berry,Leonor Varela,LoÃ¯c Brabant",Francis Veber,"prison,jealousy,escape,henchman,jockey",6.8,0.631739
10708,Daddy Day Care,"Two men get laid off and have to become stay-at-home dads when they can't find jobs, which inspires them to open their own day-care center.","Comedy,Family","Eddie Murphy,Jeff Garlin,Steve Zahn,Regina King,Kevin Nealon",Steve Carr,"competition,success,kindergarden,children,unemployment",5.7,0.630566
7270,Matchstick Men,A phobic con artist and his protege are on the verge of pulling off a lucrative swindle when the con artist's teenage daughter arrives unexpectedly.,"Comedy,Drama,Crime,Thriller","Nicolas Cage,Sam Rockwell,Alison Lohman,Bruce Altman,Bruce McGill",Ridley Scott,"con man,daughter",6.7,0.62706
4464,Seabiscuit,True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.,"Drama,History","Jeff Bridges,David McCullough,Chris Cooper,Tobey Maguire,Elizabeth Banks",Gary Ross,"horse race,american dream,racehorse,great depression",6.4,0.62007
2116,Out of Time,"Matt Lee Whitlock, respected chief of police in small Banyan Key, Florida, must solve a vicious double homicide before he himself falls under suspicion. Matt Lee has to stay a few steps ahead of his own police force and everyone he's trusted in order to find out the truth.","Thriller,Crime,Drama","Denzel Washington,Eva Mendes,Sanaa Lathan,John Billingsley,Dean Cain",Carl Franklin,"miami,florida,double murder,divorce",6.0,0.6015
11351,Jeepers Creepers 2,"After 23 horrifying days of gorging on human flesh, an ancient creature known as the Creeper embarks on a final voracious feeding frenzy, terrorizing a group of varsity basketball players, cheerleaders and coaches stranded on a remote highway when their bus breaks down. The terrified group is forced to come together and do battle against the winged creature hell-bent on completing its grizzly ritual.","Horror,Thriller","Ray Wise,Jonathan Breck,Garikayi Mutambirwa,Eric Nenninger,Josh Hammond",Victor Salva,"father-son relationship,scarecrow,peasant,farm,immortality",5.4,0.598372999999999
6171,Dreamcatcher,"Four boyhood pals perform a heroic act and are changed by the powers they gain in return. Years later, on a hunting trip in the Maine woods, they're overtaken by a vicious blizzard that harbors an ominous presence. Challenged to stop an alien force, the friends must first prevent the slaughter of innocent civilians by a military vigilante ... and then overcome a threat to the bond that unites the four of them.","Drama,Horror,Science Fiction,Thriller","Morgan Freeman,Thomas Jane,Jason Lee,Damian Lewis,Timothy Olyphant",Lawrence Kasdan,religion and supernatural,5.1,0.580909
19325,Bionicle: Mask of Light,"The spirit that protects the islands of Mata Nui is put into a deep sleep, causing the islands to crumble into the ocean, and three islanders must use the Mask of Light to save it.","Action,Adventure,Animation,Family,Science Fiction","Andrew Francis,Michael Dobson,Chiara Zanni,Jason Michas,Scott McNeil",David Molina|Terry Shakespeare,"mask,adventure,based on toy,best friend,kids",5.9,0.579673
10544,Ned Kelly,"After getting threatened by Kelly's friends and family, Constable Fitzpatrick places the blame on Ned Kelly and exaggerates what happened. With the biggest ever award available, Kelly and his gang set into the wild, to remain hidden from everyone who seeks them. Even if it means having his family arrested, the Kelly Gang stay hidden and plan a way to get their names cleared.","Action,Adventure,Drama,History","Heath Ledger,Orlando Bloom,Geoffrey Rush,Naomi Watts,Joel Edgerton",Gregor Jordan,"australia,lawlessness,widerstand,gang,capture",5.8,0.576539
11817,Bulletproof Monk,"A mysterious and immortal Tibetan kung fu master, who has spent the last 60 years traveling around the world protecting the ancient Scroll of the Ultimate, mentors a selfish street kid in the ancient intricacies of kung fu.","Action,Comedy,Fantasy","Seann William Scott,Jaime King,Karel Roden,Chow Yun-fat,K. C. Collins",Paul Hunter,"monk,homeless person,injection,fall,knife fight",5.0,0.576335
12279,Spy Kids 3-D: Game Over,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker (Stallone). It's up to Juni to save his sister, and ultimately the world.","Action,Adventure,Comedy,Family,Science Fiction","Antonio Banderas,Carla Gugino,Alexa PenaVega,Daryl Sabara,Sylvester Stallone",Robert Rodriguez,"video game,intelligence,liberation,child hero,mission",4.8,0.571314
10720,Down with Love,"Aaaah... it's New York City in 1962, and love is blooming between a journalist and a feminist advice author, who's falling head over heels despite her beau's playboy lifestyle.  An homage to the early 1960s sex comedies that starred Rock Hudson and Doris Day. The story follows a best-selling female advice author who has all the answers until a sly journalist playboy starts asking the questions.","Action,Comedy,Romance,Thriller","RenÃ©e Zellweger,Ewan McGregor,Sarah Paulson,David Hyde Pierce,Rachel Dratch",Peyton Reed,"sex,journalist,empowerment,womanizer,playboy",6.0,0.563401
9616,The Order,"For centuries, a secret Order of priests has existed within the Church. A renegade priest, Father Alex Bernier, is sent to Rome to investigate the mysterious death of one of the Order's most revered members. Following a series of strangely similar killings, Bernier launches an investigation that forces him to confront unimaginable evil.","Drama,Fantasy,Horror,Mystery,Romance","Heath Ledger,Shannyn Sossamon,Benno FÃ¼rmann,Mark Addy,Peter Weller",Brian Helgeland,"riddle,rome,dream,death by hanging,key",4.8,0.556095
11775,Intolerable Cruelty,A revenge-seeking gold digger marries a womanizing Beverly Hills lawyer with the intention of making a killing in the divorce.,"Crime,Comedy,Romance","George Clooney,Catherine Zeta-Jones,Edward Herrmann,Geoffrey Rush,Richard Jenkins",Joel Coen,"california,assassin,infidelity,fetish,hitman",5.7,0.548852999999999
10632,The Hunted,"In the wilderness of British Columbia, two hunters are tracked and viciously murdered by Aaron Hallum. Former Special Operations instructor, L.T. Bonham is approached and asked to apprehend Hallum, his former student, who has 'gone rouge' after suffering severe battle stress from his time in Kosovo.","Drama,Action,Thriller,Crime","Tommy Lee Jones,Benicio del Toro,Connie Nielsen,Leslie Stefanson,John Finn",William Friedkin,"hunter,fbi,balkan war",5.8,0.543482999999999
